STD,Skew,kurtosis,PP,Sigma,Class
2.84,6.14,38.34,0.439714171,35.89,lead
3.25,5.53,38.3,0.232789855,28.12,lead
3.12,5.69,38.09,0.245897949,30.93,lead
2.37,6.13,37.96,0.434297113,43.39,lead
3.09,5.62,37.26,0.276867116,30.41,lead
3.17,5.56,37.22,0.280646985,33.88,lead
2.98,5.85,37.14,0.28379221,30.53,lead
2.99,5.68,36.86,0.313031392,30.94,lead
3.3,5.2,36.85,0.131656133,23.29,lead
3.04,5.83,36.59,0.234086176,26.27,lead
2.94,5.98,36.19,0.338976476,29.47,lead
3.73,5.05,35.6,0.41193405,38.34,lead
3.47,5.36,35.36,0.369746619,33.05,lead
2.58,5.99,35.31,0.435610593,43.18,lead
3.76,5.02,35.13,0.086152612,22.35,lead
3.83,4.83,34.94,0.369417309,35.12,lead
3.43,5.25,34.9,0.129125881,22.87,lead
3.29,5.38,34.88,0.257794614,31.97,lead
2.57,5.87,34.82,0.463882499,47.63,lead
3.41,5.36,34.12,0.388049715,40.16,lead
3.52,5.3,34.12,0.436585658,43.97,lead
3.27,5.61,33.87,0.228788175,31.04,lead
3.31,5.47,33.77,0.220681086,26.05,lead
3.42,5.38,33.56,0.132064445,26.46,lead
4.43,4.68,33.54,0.064427618,22.15,lead
2.67,5.63,33.39,0.389880421,45.27,lead
3.41,5.54,32.97,0.442705343,37.72,lead
2.03,5.49,32.75,0.447368421,42.21,lead
3.35,5.49,32.43,0.40398094,40.02,lead
2.8,5.61,32.08,0.447057138,44.22,lead
3.52,5.17,31.85,0.209441904,27.27,lead
4.27,4.68,31.12,0.418968163,40.27,lead
2.9,5.45,31.07,0.455063085,44.23,lead
2.89,5.53,30.33,0.463200526,47.4,lead
3.68,5.09,30.26,0.181380635,28.46,lead
3.73,5.25,30.08,0.379910841,37.16,lead
2.98,5.25,30.02,0.446244357,44.62,lead
4,4.88,29.04,0.438757406,41.37,lead
4.44,4.54,28.99,0.080439962,16.36,lead
4.28,4.72,28.23,0.121551091,25.07,lead
4.87,4.26,27.86,0.386593833,34.87,lead
5.26,4.11,27.71,0.108208025,25.11,lead
3.91,5.04,27.31,0.189340206,31.65,lead
4.39,4.67,27.24,0.385395716,37.2,lead
4.17,4.81,26.85,0.343473043,36.21,lead
5.15,4.2,26.81,0.40533269,41.82,lead
4.35,4.44,26.78,0.33088458,34.99,lead
4.05,4.95,26.74,0.396487365,35.49,lead
5.42,4.09,26.32,0.299936841,34.19,lead
4.1,4.89,26.31,0.149306608,27.05,lead
4.22,4.75,26.27,0.398793912,41.75,lead
4.47,4.82,26.19,0.442953701,39.51,lead
4.45,4.56,25.86,0.375931439,33.82,lead
4.49,4.52,25.64,0.12473045,23.47,lead
4.55,4.64,25.12,0.334608079,33.05,lead
1.86,5.02,25.07,0.422305135,40.37,lead
4.52,4.57,24.12,0.211119916,25.15,lead
4.68,4.49,24.1,0.070381997,22.4,lead
2.56,4.51,23.9,0.431003867,43.68,lead
4.91,4.29,23.76,0.411993613,38.8,lead
5.34,4.18,23.67,0.353054309,35.74,lead
5,4.42,23.52,0.301203712,30.76,lead
5.27,4.13,22.69,0.111188025,25.07,lead
5.34,4.24,22.37,0.312711743,33.55,lead
5.12,4.31,22.36,0.431259131,37.2,lead
6.06,3.86,22.34,0.40810417,39.81,lead
5.43,3.89,20.99,0.360147719,33.26,lead
6.77,3.58,20.9,0.316372589,33.57,lead
5.53,4.22,20.46,0.39593881,38.45,lead
5.87,3.97,20.28,0.096878626,24.6,lead
5.2,4.23,20.01,0.199235708,31.09,lead
6,4.08,19.95,0.385180527,37.76,lead
6.08,3.88,19.62,0.333764534,36.86,lead
5.77,3.9,19.45,0.308559725,33.73,lead
6.17,3.77,19.02,0.195837318,29.1,lead
6.35,3.81,18.82,0.402452729,33.95,lead
3.47,4.12,18.28,0.413759794,41.63,lead
5.89,3.97,18.22,0.357602776,37.34,lead
6.2,3.75,16.78,0.344297693,32.06,lead
7.56,3.53,16.72,0.377525333,34.8,lead
6.48,3.83,16.36,0.382820258,33.8,lead
6.48,3.83,16.21,0.313668149,34.22,lead
5.25,3.32,16.12,0.38731125,34.7,lead
7.75,3.29,14.77,0.401255166,43.38,lead
5.64,3.28,14.26,0.30892044,32.2,lead
7.48,3.42,13.97,0.327553805,32.77,lead
4.53,3.43,12.2,0.471288339,42.46,lead
7.6,2.58,10.46,0.396700969,35.16,lead
10.58,2.81,9.98,0.353700266,33.65,lead
12.89,2.46,8.32,0.371036138,34.84,lead
13.91,2.33,6.44,0.398067216,35.01,lead
15.82,2.06,6.32,0.32631102,36.3,lead
13.89,2.23,6.25,0.387829257,41.35,lead
14.29,2.24,6.05,0.337022314,32.12,lead
14.97,2.21,5.01,0.414663005,42,lead
17.05,1.95,4.26,0.278373637,33.38,lead
3.61,5.42,30.37,0.343262553,29.6,lead
0.89,11.12,133.95,0.456489485,38.95,lead
0.62,13.49,193.63,0.478717576,42.42,lead
1.65,8.28,70.04,0.437264387,36.36,lead
1.35,8.73,87.46,0.399918228,30.97,lead
0.69,12.74,175.2,0.391108963,33.15,lead
1.3,8.92,91.07,0.321775251,27.26,lead
0.92,10.76,129.25,0.437136053,34.02,lead
0.61,13.76,198.8,0.401493616,32.09,lead
0.52,15.22,233.5,0.378782187,35.59,lead
3.57,5.26,33.59,0.355039684,32.63,lead
4.09,5.05,32.21,0.345681552,32.21,lead
0.7,12.63,172.65,0.454425684,40.97,lead
0.74,12.17,163,0.402289678,38.96,lead
3.32,5.63,41.57,0.337682212,31.38,lead
1.16,9.93,101.66,0.437880853,37.42,lead
0.99,10.38,119.35,0.454580137,42.04,lead
1.67,8.13,68.85,0.404040715,36.09,lead
0.58,14.1,207.99,0.397023009,31.23,lead
1.61,8.14,73.1,0.296812442,25.73,lead
1.16,9.58,101.9,0.384227529,31.23,lead
1.93,7.55,59.07,0.360183348,34.5,lead
1.78,7.92,64.44,0.398619263,32.81,lead
1.87,7.45,65.55,0.25005151,25.44,lead
1.37,8.62,86.8,0.316226036,32.3,lead
2.34,6.47,51.49,0.199433364,26.13,lead
1.16,9.45,102.56,0.31184126,33.39,lead
0.56,14.28,213.01,0.349147576,33.97,lead
1.37,8.51,86,0.287191106,32.71,lead
2.49,6.52,44.98,0.325285776,32.55,lead
2.64,6.09,43.62,0.364210807,38.27,lead
4.1,4.95,25.7,0.441461772,43.13,lead
1.54,8.29,76.44,0.414369357,44.06,lead
1.56,8.45,73.99,0.439537223,45.51,lead
1.29,9.2,90.07,0.440888572,45.17,lead
1.17,9.57,100.68,0.342897955,35.21,lead
1.52,8.47,76.33,0.454873571,46.24,lead
1.46,8.64,79.06,0.423840075,39.26,lead
4.01,4.9,31.36,0.253043589,29.79,lead
1.66,7.8,71.89,0.291218777,31.79,lead
1.48,8.22,79.83,0.356983332,34.46,lead
1.05,9.88,113.65,0.341778489,36.8,lead
1.17,9.91,100.18,0.428484563,41.31,lead
0.74,12.25,160.59,0.417120162,38.37,lead
2.89,5.85,38.68,0.288568233,31.3,lead
1.76,7.65,66.29,0.383211999,33.5,lead
1.82,7.47,63.28,0.375937909,36.16,lead
1.58,8.32,73.09,0.466976393,42.24,lead
1.66,8.09,69.32,0.433696429,44.03,lead
1.57,8.3,72.99,0.45343841,39.51,lead
1.33,8.86,95.82,0.236749129,32.08,lead
1.99,6.96,60.98,0.262883434,31.82,lead
2,7.14,57.63,0.243610951,31.76,lead
2.95,5.89,37.56,0.235330238,29.82,lead
1.53,8.61,75.69,0.265844813,30.98,lead
1.98,7.4,57.34,0.320312615,31.98,lead
1.52,8.35,77.18,0.259642242,31.66,lead
1.87,7.33,62.93,0.210200337,30.16,lead
1.62,7.95,72.07,0.232682407,29.86,lead
1.37,8.65,85.99,0.27208526,30.63,lead
1.63,8.21,71.1,0.314588134,32.08,lead
1.91,7.28,60.48,0.228286882,30.45,lead
1.67,7.65,70.42,0.238436546,29.31,lead
1.26,9.26,93.03,0.240944587,30.27,lead
1.21,9.19,100.18,0.24039308,28.63,lead
4.32,4.61,25.79,0.212159472,27.81,lead
1.38,8.56,88.56,0.296212762,29.07,lead
0.97,10.35,128.59,0.205612901,27.23,lead
2.51,6.4,44.91,0.284327805,29.87,lead
1.98,6.91,58.68,0.361420866,32.02,lead
1.54,8.16,75.9,0.344154855,32.39,lead
1.05,10.01,112.66,0.294852068,31.63,lead
0.7,12.49,172.44,0.337927727,32.39,lead
0.68,12.82,178.38,0.246876142,30.86,lead
1.31,8.72,99.73,0.271226073,31.04,lead
4.61,4.57,24.64,0.307895775,34.02,lead
0.66,13.06,185.53,0.376410787,35.76,lead
0.94,10.94,126.96,0.342156786,36.15,lead
0.84,11.15,141.98,0.348952371,34.51,lead
3.95,5.1,26.57,0.273021547,33.57,lead
1.3,9.25,90.08,0.356925004,34.93,lead
2.64,6.09,43.62,0.364210807,38.27,lead
4.1,4.95,25.7,0.441461772,43.13,lead
1.54,8.29,76.44,0.414369357,44.06,lead
1.56,8.45,73.99,0.439537223,45.51,lead
1.29,9.2,90.07,0.440888572,45.17,lead
1.17,9.57,100.68,0.342897955,35.21,lead
1.76,7.81,63,0.310141169,35.38,lead
2.1,6.7,54.75,0.287387573,33.61,lead
0.73,12.41,160.88,0.335426711,33.51,lead
0.59,13.99,203,0.459962521,42.02,lead
0.54,14.76,222.56,0.421067849,36.66,lead
0.55,14.57,218.18,0.417043184,37.46,lead
0.56,14.25,211.63,0.452968295,41.6,lead
1.55,8.35,73.89,0.391443026,41.4,lead
1.13,10.04,103.16,0.416132228,38.37,lead
0.8,11.71,148.88,0.397162562,34.79,lead
1.17,9.31,100.9,0.396154218,39.11,lead
1.13,9.63,104.13,0.398473839,40.82,lead
1.41,8.59,82.42,0.443874752,40.67,lead
4.01,5.07,29.34,0.369711159,34.16,lead
0.72,12.36,164.72,0.361285379,34.61,lead
1.28,9.39,90.81,0.370983629,39.33,lead
1.16,9.82,101.02,0.35047891,31.82,lead
1.04,10.22,112.54,0.376037136,30.11,lead
2.01,7.18,62.36,0.375827957,29.23,lead
1.75,7.68,66.42,0.325306767,27.34,lead
1.93,7.32,60.36,0.28354541,26.9,lead
3.34,5.27,36,0.17817381,23.44,lead
7.53,3.41,13.19,0.194388581,21.68,lead
1.21,9.09,104.83,0.21898359,22.17,lead
0.7,12.61,172.37,0.264341435,24.85,lead
5.55,4.01,23.33,0.271729891,24.53,lead
1.26,7.73,65.23,0.350580154,36.7,lead
2.39,5.59,33.58,0.379937271,38.13,lead
2.07,5.88,44.33,0.318089377,36.52,lead
3.06,4.77,28.59,0.326615134,33.92,lead
3.24,4.84,26.35,0.303713522,32.2,lead
1.26,8.94,93.63,0.320546056,29.5,lead
3.24,4.84,26.35,0.303713522,32.2,lead
3.06,4.77,28.59,0.326615134,33.92,lead
2.07,5.88,44.33,0.318089377,36.52,lead
2.39,5.59,33.58,0.379937271,38.13,lead
0.77,12.04,153.31,0.323516199,29.21,lead
1.81,7.66,62.07,0.462932222,36.84,lead
1.39,8.8,82.56,0.426999309,36,lead
1.12,9.81,103.86,0.412099832,30.99,lead
0.73,12.12,163.72,0.349994125,27.01,lead
1.1,9.98,107.39,0.308985983,27.66,lead
0.52,15.08,229.9,0.410108949,30.39,lead
0.56,14.26,211.87,0.368095575,31.73,lead
1.87,7.47,62.22,0.256864013,23.62,lead
1.05,9.87,122.16,0.386106414,30.18,lead
3.49,5.3,33.44,0.339774365,31.84,lead
2.3,6.62,55.15,0.300797261,28.93,lead
0.95,10.53,125.59,0.305806759,29.19,lead
0.73,12.39,161.56,0.339621175,30.75,lead
1.04,10.58,112.82,0.285362827,29.5,lead
1.34,8.83,93.18,0.352721773,33.74,lead
1.77,7.73,65.15,0.351211434,32.53,lead
1.52,8.49,75.75,0.344467806,33.66,lead
1.16,9.76,100.47,0.44140825,35.87,lead
1.13,9.77,103.59,0.405837219,29.62,lead
1.19,9.48,98.11,0.430316163,29.95,lead
1.3,9.23,88.85,0.385339064,30.19,lead
1.38,8.82,83.32,0.355008911,31.37,lead
2.41,6.47,47.22,0.32212004,29.66,lead
1.89,7.27,61.25,0.379508235,30.71,lead
1.45,8.49,79.44,0.34664699,31.17,lead
1.56,7.97,75.39,0.233845616,30.4,lead
3.85,5.04,28.44,0.10200905,26.4,lead
5.36,4.14,19.98,0.086435092,24.83,lead
2.16,6.58,56.55,0.130046018,24.73,lead
1.06,9.92,115.16,0.140947305,25.68,lead
4.3,4.51,26.92,0.273376883,29.25,lead
2.68,6.23,41.2,0.286849189,30.92,lead
4.01,4.8,28.06,0.208682943,29.6,lead
1.73,7.71,67.56,0.260533032,32.53,lead
1.64,7.98,70.3,0.446597112,40.58,lead
2.08,6.9,55.61,0.377616696,39.33,lead
2.17,7,51.38,0.415099,38.03,lead
0.8,11.68,148.17,0.436649654,40.68,lead
0.84,11.42,140.65,0.389980184,39.54,lead
0.52,15.07,229.55,0.391251396,37.72,lead
1.85,7.64,61.2,0.416438965,37.79,lead
1.12,10.08,104,0.424540219,44.5,lead
0.71,12.56,166.32,0.460023866,44.98,lead
1.33,9.01,87.34,0.446235241,39.67,lead
0.75,11.88,158.4,0.341326347,35.5,lead
0.69,12.61,175.96,0.270482771,32.42,lead
1.82,7.62,67.02,0.305449003,28.79,lead
0.74,12.2,161.44,0.389692634,33,lead
2.17,7.06,52.04,0.302200969,31.02,lead
1.51,8.13,78.36,0.300762749,30.37,lead
2.16,6.75,52.92,0.316145185,33.98,lead
2.15,6.92,53.61,0.204850008,26.8,lead
3.66,5.19,29.53,0.133883426,26.11,lead
5.23,4.25,19.7,0.112354638,24.92,lead
4.19,4.67,27.19,0.071653022,23.83,lead
2.41,6.26,49.23,0.126555512,23.59,lead
1.2,9.54,99.32,0.228464354,24.82,lead
2.72,5.71,46.2,0.120993649,21.17,lead
1.41,8.76,82.3,0.323138141,26.51,lead
1.1,9.87,106.71,0.32930506,30.99,lead
3,5.75,37.19,0.372620483,31.61,lead
1.09,9.93,107.2,0.41188486,31.94,lead
0.89,10.85,132.85,0.401252709,32.04,lead
2.64,6.14,42.35,0.393294165,32.76,lead
2.24,7.02,49.33,0.386970488,33.74,lead
0.75,11.94,156.84,0.399403957,31.05,lead
1.54,8.05,75.45,0.368980525,28.34,lead
1.96,7.42,57.34,0.37099833,29.43,lead
1.34,9.13,85.88,0.319041731,27.52,lead
2.22,6.8,50.89,0.3012771,26.11,lead
1.22,9.21,95.43,0.36837283,27.29,lead
1.45,8.4,79.57,0.412795495,29.43,lead
1.07,9.89,109.94,0.412265747,32.15,lead
1.49,8.79,76.67,0.393034707,34.51,lead
0.74,12.07,159.92,0.427052177,36.56,lead
1.07,10.46,110.73,0.393213932,31.61,lead
0.68,12.91,175.99,0.480528813,41.96,lead
0.63,13.33,190.14,0.425839528,39.53,lead
1.77,7.84,65.41,0.329880249,32.79,lead
1.14,9.46,104.66,0.366107092,31.38,lead
0.64,13.26,188.52,0.324209204,30.51,lead
0.92,10.72,129.32,0.452130779,35.93,lead
2.11,7.19,53.7,0.43929857,36.46,lead
3.25,5.72,33.31,0.339373194,30.39,lead
0.6,13.86,199.79,0.406774296,36.46,lead
1.09,10.3,108.48,0.442466225,43.99,lead
0.94,10.93,126.12,0.44317836,39.45,lead
1.11,9.12,86.71,0.306529091,29.79,lead
0.81,10.47,121.42,0.416116374,44.45,lead
2.32,6.23,38.97,0.441515307,47.7,lead
2.9,5.49,30.09,0.479053516,46.83,lead
3.38,5.01,25.22,0.451734977,46.56,lead
0.84,10.06,116.43,0.414710238,46.78,lead
1.66,7.48,56.09,0.476628581,45.63,lead
2.52,5.88,35.41,0.457416662,44.77,lead
2.79,5.62,31.57,0.394691673,45.66,lead
2.18,6.28,42.11,0.458742248,46.47,lead
3,5.32,29.43,0.475804988,44.89,lead
0.7,11.26,140.46,0.365429331,38.82,lead
1.25,8.56,75.97,0.43902488,44.84,lead
1.79,7.1,51.84,0.477375038,45.02,lead
0.52,13.65,188.41,0.447955543,44.24,lead
0.56,13.1,176.75,0.423257016,42.91,lead
1.24,8.5,77.43,0.424911821,35.56,lead
1.02,10.67,117.65,0.183504092,26.57,lead
0.72,12.54,166.43,0.367251901,38.59,lead
1.12,10.18,106.31,0.413791144,38.61,lead
4.25,4.66,28.78,0.386470724,32.53,lead
1.53,8.16,82.04,0.374032601,30.56,lead
2.09,7.16,55.2,0.33016943,28.23,lead
2.61,6.28,45.18,0.336688142,30.25,lead
0.59,13.95,205.81,0.375709454,34.51,lead
1.3,9.1,90.44,0.389706538,32.74,lead
1.77,7.64,64.76,0.428448146,34.52,lead
1.48,8.66,78.04,0.446417624,35.87,lead
2.03,7.24,56.27,0.357045568,30.39,lead
4.48,4.62,24.51,0.177465521,23.92,lead
0.92,10.82,130.16,0.348131189,30.01,lead
0.85,11.13,142.49,0.413123373,35.25,lead
1.11,9.96,106.97,0.462749169,39.82,lead
1.35,9.15,86.5,0.415141073,36.18,lead
0.81,11.94,147.33,0.426882491,36.85,lead
0.76,12.15,158.03,0.381372207,33.24,lead
0.59,13.99,203.61,0.335663798,29.8,lead
0.79,11.71,150.85,0.443112436,37.04,lead
0.82,11.28,146.62,0.458040076,38.24,lead
0.84,11.35,141.03,0.420948845,34.71,lead
0.57,14.26,211.3,0.38350577,31.61,lead
1.16,9.75,101.45,0.332918466,32.12,lead
0.9,10.83,134.2,0.390423935,34.47,lead
2.85,6.08,40.43,0.186253055,27.93,lead
1.15,9.55,105.59,0.333116457,34.53,lead
2.09,6.77,59.47,0.335155675,35.03,lead
0.55,14.69,222.39,0.382322228,37,lead
1.31,9.24,89.57,0.384586043,37.3,lead
1.3,9.06,90.76,0.436306623,38.79,lead
1.12,10.14,104.76,0.423084869,36.51,lead
1.13,10.04,103.94,0.326182714,31.43,lead
1.16,9.73,101.69,0.311245886,31.91,lead
1.72,7.69,66.96,0.390514668,35.23,lead
1.83,7.61,62.67,0.406680898,34.78,lead
0.87,11.11,148.48,0.378061092,32.42,lead
0.71,12.46,170.32,0.388641135,33.88,lead
1.28,9.14,92.22,0.397924611,35.43,lead
1.87,7.49,61.74,0.410365751,35.42,lead
2.88,5.91,39.96,0.402729725,36.35,lead
1.21,9.51,97.55,0.415633423,38.76,lead
1.07,10.1,110.14,0.388691846,38.31,lead
1.27,9.04,92.57,0.367895136,37.28,lead
0.99,10.2,121.32,0.40872266,38.67,lead
1.28,9.04,93.99,0.423415624,38.63,lead
0.79,11.87,151.92,0.413003611,35.82,lead
1.9,7.59,60.23,0.420096154,35.05,lead
1.89,7.52,61.26,0.42705496,35.37,lead
0.75,12.12,159.85,0.42502205,35.2,lead
1.08,10.28,109.41,0.411597716,34.21,lead
2.35,6.55,48.3,0.299060857,29.87,lead
1.52,7.98,83.35,0.433601736,38.57,lead
3.72,5.04,30.73,0.413979344,38.7,lead
3.09,5.58,38.02,0.403426369,38.6,lead
2.66,5.91,46.05,0.338857291,36.33,lead
1.02,10.67,117.65,0.183504092,26.57,lead
0.72,12.54,166.43,0.367251901,38.59,lead
1.12,10.18,106.31,0.413791144,38.61,lead
4.25,4.66,28.78,0.386470724,32.53,lead
1.53,8.16,82.04,0.374032601,30.56,lead
2.09,7.16,55.2,0.33016943,28.23,lead
2.61,6.28,45.18,0.336688142,30.25,lead
0.59,13.95,205.81,0.375709454,34.51,lead
1.3,9.1,90.44,0.389706538,32.74,lead
1.77,7.64,64.76,0.428448146,34.52,lead
1.11,9.12,86.71,0.306529091,29.79,lead
0.81,10.47,121.42,0.416116374,44.45,lead
2.32,6.23,38.97,0.441515307,47.7,lead
2.9,5.49,30.09,0.479053516,46.83,lead
3.38,5.01,25.22,0.451734977,46.56,lead
0.84,10.06,116.43,0.414710238,46.78,lead
1.66,7.48,56.09,0.476628581,45.63,lead
2.52,5.88,35.41,0.457416662,44.77,lead
2.79,5.62,31.57,0.394691673,45.66,lead
2.18,6.28,42.11,0.458742248,46.47,lead
3,5.32,29.43,0.475804988,44.89,lead
0.7,11.26,140.46,0.365429331,38.82,lead
1.25,8.56,75.97,0.43902488,44.84,lead
1.79,7.1,51.84,0.477375038,45.02,lead
1.74,7.81,67.69,0.346617655,30.31,lead
3.04,5.68,39.04,0.420085382,33.42,lead
1.51,8.02,86.3,0.334558542,30.28,lead
1.42,8.76,83.1,0.212655147,28.85,lead
1.6,8.17,73.65,0.283622719,31.39,lead
1.44,8.52,84.2,0.342412431,35.97,lead
1.11,9.99,105.64,0.403754451,38.66,lead
1.51,8.67,76.16,0.33725472,37.98,lead
0.7,12.64,172.19,0.388010657,37.36,lead
0.93,10.85,127.16,0.363437223,34.59,lead
2.39,6.5,47.65,0.233668852,28.22,ice
4.01,5.19,35.95,0.092246949,17.61,ice
5.54,4.06,22.49,0.154784539,18.17,ice
21.39,1.6,2,0.049085623,18.7,ice
12.31,2.47,8.6,0.063491156,16.14,ice
7.53,3.4,15.53,0.091197529,18.63,ice
10.16,2.79,8.62,0.104381357,19.1,ice
14.95,2.14,4.33,0.068439433,20.5,ice
0.68,12.89,179.92,0.268605881,23.37,ice
1.87,7.37,67.6,0.169266293,25.19,ice
2.11,7.07,54,0.394993792,31.54,ice
9.74,3.01,10.11,0.090763544,17.41,ice
12.74,2.42,5.93,0.085321921,20.89,ice
5.43,3.97,24.31,0.103976607,19.67,ice
2.95,5.72,42.12,0.107555029,21.49,ice
16.29,2.01,3.5,0.075798846,22.17,ice
13.35,2.29,7.67,0.052415462,14.43,ice
4.79,4.22,26.65,0.12571456,20.58,ice
2.05,7.29,54.89,0.376371875,27.65,ice
3.05,5.72,50.27,0.098403856,20.51,ice
1.84,7.75,62.15,0.379376418,29.07,ice
2.22,6.96,50.4,0.379266641,38.81,ice
31.07,1.13,0.38,0.047942009,16.66,ice
1.23,9.46,97.18,0.261496718,20.69,ice
6.88,3.53,15.4,0.130884145,23.94,ice
12,2.71,8.47,0.302347362,23.84,ice
9.25,2.91,11.3,0.072244251,19.89,ice
5.07,4.29,23.63,0.129030797,25.11,ice
17.48,1.95,3.58,0.064975174,19.19,ice
3.12,5.31,40.8,0.122205688,21.38,ice
1.81,7.54,66.71,0.160953614,24.47,ice
0.52,15.06,229.46,0.410864863,36.67,ice
22.53,1.62,2.09,0.070457817,20.24,ice
36.29,0.82,655.07,0.049353625,12.63,ice
9.64,3.03,10.36,0.175769149,24.44,ice
2.1,6.93,53.6,0.302067249,32.7,ice
14.98,2.15,5.26,0.06863928,16.41,ice
1.95,6.94,63.74,0.194763511,22.01,ice
6.13,3.61,21.99,0.062964354,18.8,ice
21.44,1.62,2.68,0.070413228,14.98,ice
14.24,2.27,5.11,0.099079431,19.92,ice
16.13,2.03,4.47,0.05502676,21.71,ice
13.05,2.54,6.89,0.060684039,21.69,ice
6.39,3.57,18.51,0.099079731,22.81,ice
24.08,1.43,1.29,0.068113859,13.56,ice
12.18,2.48,6.43,0.069363226,22.7,ice
5.5,3.98,19.68,0.078464357,21.73,ice
4.28,4.5,32.88,0.140851881,24.38,ice
16.87,1.81,4.81,0.053234481,13.84,ice
30.9,1.08,0.37,0.045937637,13.14,ice
6.42,3.58,18.07,0.119588325,19.03,ice
3.85,5.07,37.36,0.095873357,18.51,ice
20.13,1.68,2.31,0.040709394,13.5,ice
18.17,1.93,5.18,0.086493613,17.24,ice
15.61,2.13,4.48,0.086952426,20.39,ice
1.39,8.75,102.98,0.129243021,19.77,ice
16.44,1.95,4.86,0.065614131,21.14,ice
2.93,6.02,37.37,0.432825668,31.41,ice
7.74,3.36,12.53,0.171494291,26.76,ice
2.15,7.03,52.13,0.321456425,31.5,ice
0.83,11.47,154.66,0.38629076,35.82,ice
14.77,2.08,5.46,0.050398629,16.32,ice
1.71,7.9,70.8,0.179106803,22.79,ice
16.94,2.04,4.56,0.118389534,20.84,ice
10.16,2.89,10.38,0.072728584,18.36,ice
24.01,1.46,1.9,0.082983007,13.29,ice
7.82,3.36,17.56,0.073589603,19.88,ice
11.67,2.64,7.37,0.067086235,16.93,ice
5.5,4.25,22.97,0.110176743,16.9,ice
9.83,2.78,11.43,0.057313895,20.23,ice
19.78,1.71,2.98,0.056309093,18.98,ice
12.34,2.41,6.41,0.059307746,23.34,ice
2.3,6.53,55.82,0.133681331,18.27,ice
7.17,3.37,14.99,0.098960638,22.04,ice
35.9,0.85,654.88,0.057194248,12.62,ice
1.56,8.4,74.26,0.427986468,35.55,ice
8.26,3.18,13.82,0.093988251,19.3,ice
14.84,2.25,5.33,0.08913016,22.73,ice
16.78,1.96,4.4,0.069070367,20.91,ice
1.5,8.11,87.65,0.124994993,21.58,ice
8.49,3.14,12.68,0.106920158,20.19,ice
9.77,3,10.09,0.070672998,20.69,ice
1.76,7.43,69.65,0.168312509,25.2,ice
21.47,1.64,2.17,0.036544889,17.41,ice
9.67,2.96,12.38,0.067515013,18.48,ice
13.58,2.36,5.78,0.061934207,19.01,ice
1.96,7.54,64.56,0.164091021,17.61,ice
11.93,2.41,6.96,0.037686925,20.52,ice
11.99,2.58,7.19,0.085404647,21.37,ice
2.87,5.99,38.44,0.240634053,27.41,ice
24.38,1.45,1.15,0.047358757,12.99,ice
4.44,4.73,26.15,0.138461929,16.92,ice
14.61,2.25,5.76,0.074769223,22.42,ice
9.4,2.97,11.59,0.087755594,20.94,ice
1.15,9.37,101.95,0.376369714,34.72,ice
21.12,1.76,3.1,0.042990741,15.64,ice
1.43,8.59,80.66,0.349956746,27.03,ice
9.23,3.04,15.01,0.062493623,17.93,ice
13.74,2.29,5.7,0.092776631,18.58,ice
11.05,2.76,9.28,0.070314185,12.98,ice
2.19,6.8,59.43,0.171872541,19.47,ice
1.79,7.86,74.69,0.102368527,17,ice
11.42,2.65,8.9,0.08520356,20.15,ice
9.74,2.9,9.51,0.11574532,23.04,ice
21.45,1.63,2.55,0.043537763,17.93,ice
4.32,4.72,26.45,0.137760475,22.29,ice
25.21,1.4,1.3,0.050887098,19.27,ice
9.46,2.87,10.95,0.10714601,20.01,ice
12.06,2.45,8.83,0.092287609,16,ice
13.06,2.39,5.57,0.116448908,20.81,ice
7.67,3.29,13.14,0.076665891,20.83,ice
19.06,1.78,2.42,0.040645314,18.83,ice
5.4,4.32,21.11,0.171967703,16.63,ice
1.25,9.33,95.58,0.262463355,23.01,ice
21.35,1.58,2.28,0.048033405,17.89,ice
30.33,1.15,0.46,0.053801267,17.95,ice
0.77,11.89,156.34,0.362666918,30.53,ice
4.59,4.56,27.7,0.131121137,22.51,ice
14.7,2.16,5.36,0.078881706,15.19,ice
1.81,7.28,64.89,0.254186011,22.39,ice
7.36,3.53,19.14,0.105391049,21.8,ice
22.47,1.6,2.09,0.099614977,21.04,ice
4.15,4.75,34.79,0.130794547,19.78,ice
19.15,1.81,2.54,0.047130291,17.65,ice
0.89,11.01,142.68,0.146269769,22.81,ice
33.84,0.92,655.06,0.041224422,11.51,ice
10.57,2.75,9.74,0.091117266,18.23,ice
21.52,1.59,1.75,0.050484664,16.64,ice
7.59,3.41,13.71,0.136172945,23.53,ice
16.59,2.03,3.95,0.062282247,21.43,ice
9.33,3.11,10.72,0.143968735,22.79,ice
3.37,5.43,32.81,0.267416666,25.8,ice
1.12,9.61,120.35,0.091567184,17.66,ice
15.46,2.09,4.32,0.079695931,21.42,ice
3.46,5.26,38.63,0.108038022,17.86,ice
2.41,6.54,49.28,0.13248735,23.15,ice
12.47,2.42,6.64,0.062021718,17.31,ice
30.18,1.17,0.33,0.029380844,14.09,ice
37.96,0.79,655.35,0.047779024,12.38,ice
8.81,3.02,10.68,0.104536703,23.98,ice
30.82,1.08,655.2,0.035203305,11.6,ice
15.85,2.07,5.06,0.066803737,16.06,ice
17.12,1.95,3.97,0.055805054,15.67,ice
3.23,5.53,34.83,0.204048273,22.9,ice
4.84,4.32,29.37,0.117236555,22.96,ice
3.14,5.67,37.33,0.111721605,13.94,ice
